Revision, Author, Date, # Lines Comment Files Changed
1493417,Jimmy,"2015-07-17 10:14:16 +0100 (Fri, 17 Jul 2015),"Changed paths:M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-config/res/values/environment.xmlM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/prod.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/prod_lowbandwidth.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/qa.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/qa_lowbandwidth.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/voucher.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/build-config/dev.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/build-config/prod.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/build-config/qa.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/dev.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_homescreen.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_homescreensettings.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_integrated.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_homescreen.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_homescreensettings.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_integrated.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/configurations.xmlM /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/WizardActivity.java
1493503,/OU=Domain Control Validated/CN=svn.company.net,"2015-07-17 11:58:34 +0100 (Fri, 17 Jul 2015),"Changed paths:M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1493562,Jimmy,"2015-07-17 13:27:38 +0100 (Fri, 17 Jul 2015),"Changed paths:A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/migrationA /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/migration/MigrationInfo.javaA /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/test/com/biscay/client/android/model/migrationA /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/test/com/biscay/client/android/model/migration/TestMigration.java
1493563,Jimmy,"2015-07-17 13:28:41 +0100 (Fri, 17 Jul 2015),"Changed paths:M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/migration/MigrationInfo.java
1493569,Jimmy,"2015-07-17 13:49:52 +0100 (Fri, 17 Jul 2015),"Changed paths:M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/migration/MigrationInfo.javaM /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/test/com/biscay/client/android/model/migration/TestMigration.java
1493570,Jimmy,"2015-07-17 13:54:22 +0100 (Fri, 17 Jul 2015),"Changed paths:M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/test/com/biscay/client/android/model/migration/TestMigration.java
1494003,Jimmy,"2015-07-20 12:08:48 +0100 (Mon, 20 Jul 2015),"Changed paths:M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xmlA /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/layout-sw600dpA /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values-sw600dp/styles.xmlM /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/styles.xmlM /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values-sw600dp/styles.xml
1494495,Jimmy,"2015-07-21 11:20:23 +0100 (Tue, 21 Jul 2015),"Changed paths:A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.propertiesM /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build.gradle
1494517,Jimmy,"2015-07-21 11:45:38 +0100 (Tue, 21 Jul 2015),"Changed paths:M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/migration/MigrationInfo.javaM /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/atp/AbstractAtpAuthActivity.java
1494523,Jimmy,"2015-07-21 11:54:34 +0100 (Tue, 21 Jul 2015),"Changed paths:M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/migration/MigrationInfo.java
